job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,min_salary,max_salary,avg_salary,city,state
1149,"Garcia, Blake and Gardner",Healthcare,data analyst,"NumPy, R, Excel, Scikit-learn, Flask, LangChain",Senior,Full-time,"North Cassandraborough, FJ",142640-167377,2024-04-17,Large,KDB+,142640.0,167377.0,155008.5,North Cassandraborough,FJ
1150,Brown-Fisher,Automotive,ml engineer,"C++, Excel, TensorFlow, PyTorch",Entry,Internship,"Lake Ruthport, JM",143807-217646,2025-02-24,Startup,FastAPI,143807.0,217646.0,180726.5,Lake Ruthport,JM
1151,Hayes PLC,Finance,computer vision engineer,"Pandas, C++, Power BI, Hugging Face, Excel",Entry,Internship,"South Michael, GE",83586-94806,2024-07-01,Mid,"KDB+, PyTorch, BigQuery",83586.0,94806.0,89196.0,South Michael,GE
1152,"Mccoy, Barnes and Mercado",Automotive,nlp engineer,"Pandas, Scikit-learn, NumPy",Senior,Full-time,"New Richardburgh, PS",147570-214641,2025-03-25,Startup,FastAPI,147570.0,214641.0,181105.5,New Richardburgh,PS
1153,Herrera and Sons,Healthcare,ml engineer,"MLflow, AWS, Flask, SQL, Azure",Entry,Full-time,"East Michael, AO",130398-148438,2024-10-23,Mid,"LangChain, KDB+",130398.0,148438.0,139418.0,East Michael,AO
1154,Smith-Hansen,Retail,quant researcher,"Excel, Reinforcement Learning, TensorFlow, SQL",Mid,Full-time,"North Michellestad, ME",126850-203760,2023-11-23,Startup,"TensorFlow, FastAPI, MLflow",126850.0,203760.0,165305.0,North Michellestad,ME
1155,"Goodman, Watson and Norman",Tech,ai researcher,"PyTorch, R, Python, GCP, CUDA, C++",Senior,Internship,"Davidshire, ES",63340-150275,2024-04-10,Large,KDB+,63340.0,150275.0,106807.5,Davidshire,ES
1156,Bennett PLC,Tech,data analyst,"Flask, LangChain, Reinforcement Learning",Senior,Internship,"West Jennifertown, NP",52424-142189,2024-08-19,Mid,"TensorFlow, LangChain",52424.0,142189.0,97306.5,West Jennifertown,NP
1157,Brady-Jones,Education,quant researcher,"LangChain, GCP, Keras",Mid,Contract,"Jasonbury, HT",41157-118700,2024-02-24,Large,TensorFlow,41157.0,118700.0,79928.5,Jasonbury,HT
1158,Walker and Sons,Finance,ai product manager,"MLflow, PyTorch, SQL, TensorFlow",Mid,Contract,"New Amber, CL",134795-155851,2025-03-05,Startup,"MLflow, LangChain, FastAPI",134795.0,155851.0,145323.0,New Amber,CL
1159,Bautista LLC,Automotive,data scientist,"GCP, Pandas, AWS, Azure, Flask, PyTorch",Entry,Contract,"Douglasberg, FM",147660-165793,2025-05-05,Startup,"FastAPI, KDB+, MLflow",147660.0,165793.0,156726.5,Douglasberg,FM
1160,Church Ltd,Healthcare,ml engineer,"GCP, Pandas, Python",Entry,Contract,"Jonathanland, FJ",68918-165624,2024-01-17,Mid,"KDB+, LangChain, MLflow",68918.0,165624.0,117271.0,Jonathanland,FJ
1161,Smith LLC,Healthcare,ml engineer,"SQL, Pandas, CUDA, LangChain, Excel",Senior,Full-time,"New Sandraland, ZM",80600-149326,2023-12-08,Large,"TensorFlow, MLflow",80600.0,149326.0,114963.0,New Sandraland,ZM
1162,"Acosta, Williams and Carter",Finance,ai researcher,"Python, R, Reinforcement Learning, Azure",Mid,Contract,"Wrightland, ZW",60613-118504,2024-01-16,Mid,"Scikit-learn, FastAPI",60613.0,118504.0,89558.5,Wrightland,ZW
1163,"Thornton, Pittman and Torres",Automotive,computer vision engineer,"AWS, TensorFlow, CUDA, MLflow",Senior,Remote,"Bowmanton, AG",91079-126568,2025-01-14,Mid,"BigQuery, Scikit-learn",91079.0,126568.0,108823.5,Bowmanton,AG
1164,Palmer Group,Retail,quant researcher,"R, SQL, CUDA, Keras, AWS, Power BI",Mid,Contract,"Samanthahaven, CA",52422-78293,2024-02-02,Startup,"KDB+, LangChain",52422.0,78293.0,65357.5,Samanthahaven,CA
1165,"Smith, Hancock and Bolton",Education,data scientist,"Pandas, NumPy, TensorFlow, SQL",Senior,Internship,"Nicholasville, KN",81248-174992,2024-05-23,Mid,"KDB+, LangChain, BigQuery",81248.0,174992.0,128120.0,Nicholasville,KN
1166,"Shaffer, Wright and Morgan",Automotive,ai product manager,"Power BI, SQL, TensorFlow",Senior,Internship,"South Richardtown, KP",67293-82384,2025-05-02,Mid,Scikit-learn,67293.0,82384.0,74838.5,South Richardtown,KP
1167,Proctor Inc,Tech,data scientist,"Excel, Scikit-learn, PyTorch, C++, GCP",Mid,Contract,"Jeffreystad, GW",78872-152783,2024-06-30,Large,KDB+,78872.0,152783.0,115827.5,Jeffreystad,GW
1168,"Ross, Barrera and Winters",E-commerce,nlp engineer,"LangChain, SQL, NumPy, R, Power BI",Entry,Internship,"East Seanview, GB",122910-136367,2023-10-07,Startup,"FastAPI, MLflow, Scikit-learn",122910.0,136367.0,129638.5,East Seanview,GB
1169,"Hernandez, Collins and Smith",Retail,data scientist,"Scikit-learn, Reinforcement Learning, TensorFlow",Entry,Internship,"Lake Jessicaside, DJ",100828-139590,2025-09-19,Mid,"KDB+, LangChain",100828.0,139590.0,120209.0,Lake Jessicaside,DJ
1170,"Nguyen, Shaffer and Thompson",Automotive,computer vision engineer,"SQL, CUDA, Reinforcement Learning, Excel",Mid,Internship,"South Danielle, TH",52943-87718,2024-03-12,Startup,"BigQuery, TensorFlow, KDB+",52943.0,87718.0,70330.5,South Danielle,TH
1171,"Nguyen, Brown and Edwards",Finance,data scientist,"TensorFlow, MLflow, SQL, PyTorch",Mid,Full-time,"Port Victoriaburgh, PG",84079-116621,2024-04-04,Large,MLflow,84079.0,116621.0,100350.0,Port Victoriaburgh,PG
1172,Bartlett Group,Healthcare,quant researcher,"Scikit-learn, TensorFlow, Azure, CUDA",Senior,Full-time,"West Robin, PY",77131-153891,2024-08-02,Large,"KDB+, TensorFlow, Scikit-learn",77131.0,153891.0,115511.0,West Robin,PY
1173,"Moran, Ellis and Vargas",E-commerce,ai product manager,"Pandas, AWS, GCP, SQL, Azure, NumPy",Mid,Contract,"New Sethtown, ZW",64114-80848,2025-01-03,Mid,TensorFlow,64114.0,80848.0,72481.0,New Sethtown,ZW
1174,"Porter, Hernandez and Hall",Tech,ai product manager,"MLflow, Keras, Scikit-learn, R, GCP",Mid,Full-time,"Ambertown, LV",94393-193885,2024-03-27,Startup,"KDB+, TensorFlow, FastAPI",94393.0,193885.0,144139.0,Ambertown,LV
1175,Hunter and Sons,Automotive,ai product manager,"SQL, Scikit-learn, Reinforcement Learning, MLflow, Pandas",Senior,Full-time,"South Jasonville, RO",130255-148523,2024-11-21,Large,"MLflow, LangChain",130255.0,148523.0,139389.0,South Jasonville,RO
1176,Moore Ltd,Education,ml engineer,"NumPy, GCP, SQL, CUDA, PyTorch",Mid,Internship,"Garyville, BZ",116734-214659,2024-10-28,Mid,"BigQuery, MLflow, TensorFlow",116734.0,214659.0,165696.5,Garyville,BZ
1177,Diaz-Gray,Education,ai product manager,"Excel, GCP, C++, NumPy, Hugging Face",Senior,Full-time,"West Justinside, KI",148619-160261,2024-09-09,Mid,"PyTorch, BigQuery, Scikit-learn",148619.0,160261.0,154440.0,West Justinside,KI
1178,Poole-Scott,Education,data analyst,"MLflow, LangChain, Excel, C++",Entry,Contract,"Kellyhaven, GQ",95762-123849,2025-07-20,Startup,"Scikit-learn, BigQuery",95762.0,123849.0,109805.5,Kellyhaven,GQ
1179,"Bishop, Finley and Duran",Healthcare,computer vision engineer,"C++, CUDA, Keras, Excel",Mid,Contract,"South Meganfort, CZ",144929-213298,2025-05-03,Mid,"PyTorch, LangChain, MLflow",144929.0,213298.0,179113.5,South Meganfort,CZ
1180,Rivera Group,Healthcare,ai product manager,"CUDA, Pandas, MLflow, Azure, Flask",Entry,Full-time,"Port Jennifer, CF",64077-123461,2023-12-20,Mid,"MLflow, FastAPI, Scikit-learn",64077.0,123461.0,93769.0,Port Jennifer,CF
1181,Blanchard LLC,E-commerce,data scientist,"LangChain, Python, Excel, C++, FastAPI",Entry,Contract,"North Robertberg, CL",84270-128757,2025-03-17,Startup,"LangChain, KDB+",84270.0,128757.0,106513.5,North Robertberg,CL
1182,"Herman, Rivera and Gonzalez",Retail,data analyst,"AWS, Reinforcement Learning, Azure, Python, TensorFlow",Mid,Remote,"East Jessica, PG",134675-230472,2025-02-03,Mid,"Scikit-learn, LangChain, BigQuery",134675.0,230472.0,182573.5,East Jessica,PG
1183,"Mcmillan, Jensen and Olson",Tech,ai product manager,"Reinforcement Learning, Keras, R, MLflow, Power BI, Flask",Mid,Full-time,"Rachelmouth, EG",60301-147093,2025-01-09,Startup,LangChain,60301.0,147093.0,103697.0,Rachelmouth,EG
1184,"Mcbride, Davenport and Kidd",Tech,data scientist,"Keras, NumPy, GCP",Senior,Full-time,"Port Leahland, GQ",80142-137381,2025-02-09,Mid,"LangChain, Scikit-learn",80142.0,137381.0,108761.5,Port Leahland,GQ
1185,"Lane, Diaz and Khan",Automotive,ai researcher,"AWS, Flask, SQL, Keras, Excel",Entry,Contract,"Melaniemouth, RS",139587-157245,2024-08-30,Startup,"MLflow, PyTorch",139587.0,157245.0,148416.0,Melaniemouth,RS
1186,Taylor LLC,Tech,ai researcher,"TensorFlow, Reinforcement Learning, C++, Power BI, LangChain",Entry,Full-time,"Lopezfurt, AD",132458-195780,2025-08-01,Large,"TensorFlow, LangChain",132458.0,195780.0,164119.0,Lopezfurt,AD
1187,"Moss, Simmons and Elliott",Finance,ml engineer,"Power BI, Azure, Hugging Face, Python, C++, R",Entry,Contract,"Matthewville, US",44138-83858,2025-08-30,Large,"LangChain, TensorFlow, MLflow",44138.0,83858.0,63998.0,Matthewville,US
1188,"Crane, Robles and Arias",Automotive,ml engineer,"TensorFlow, Reinforcement Learning, SQL, NumPy, Python",Entry,Contract,"New Michaelmouth, KR",85552-135909,2024-06-01,Mid,"FastAPI, TensorFlow",85552.0,135909.0,110730.5,New Michaelmouth,KR
1189,Martinez-Fuller,Finance,data scientist,"Scikit-learn, GCP, NumPy, Flask, Excel, AWS",Entry,Remote,"Ruizbury, NZ",78016-138883,2024-03-23,Startup,"FastAPI, Scikit-learn",78016.0,138883.0,108449.5,Ruizbury,NZ
1190,Wood-Johnson,Finance,ai researcher,"AWS, NumPy, LangChain, Scikit-learn, FastAPI",Senior,Remote,"Gailland, SK",132214-163110,2023-10-03,Mid,"TensorFlow, Scikit-learn, PyTorch",132214.0,163110.0,147662.0,Gailland,SK
1191,Martin Group,Retail,ml engineer,"CUDA, Power BI, LangChain, Scikit-learn",Senior,Full-time,"Lake Nicole, GT",139424-155189,2024-04-30,Large,"BigQuery, MLflow",139424.0,155189.0,147306.5,Lake Nicole,GT
1192,"Morrison, Wallace and Wade",Retail,ai researcher,"PyTorch, Power BI, Pandas, Scikit-learn",Mid,Internship,"East Cheryl, PG",77201-136368,2023-12-21,Startup,"MLflow, LangChain, Scikit-learn",77201.0,136368.0,106784.5,East Cheryl,PG
1193,"Villa, Hall and Bishop",Automotive,data analyst,"LangChain, Power BI, AWS, TensorFlow",Mid,Contract,"New Garytown, FI",53641-106882,2024-10-21,Startup,MLflow,53641.0,106882.0,80261.5,New Garytown,FI
1194,Kennedy-Davis,E-commerce,data scientist,"Keras, Python, Power BI, GCP",Senior,Contract,"East Jessicaport, CG",54875-88396,2025-02-02,Mid,"BigQuery, FastAPI, PyTorch",54875.0,88396.0,71635.5,East Jessicaport,CG
1195,Anderson Group,E-commerce,data scientist,"LangChain, Pandas, Scikit-learn, MLflow, C++",Mid,Contract,"Turnerville, AO",71896-133164,2024-01-27,Mid,PyTorch,71896.0,133164.0,102530.0,Turnerville,AO
1196,"Price, Moore and Kidd",E-commerce,computer vision engineer,"FastAPI, Excel, Scikit-learn, Pandas, PyTorch, Hugging Face",Entry,Full-time,"Rachelview, KH",54199-121277,2024-02-09,Startup,"TensorFlow, BigQuery, MLflow",54199.0,121277.0,87738.0,Rachelview,KH
1197,Carroll Group,Automotive,nlp engineer,"C++, AWS, NumPy, SQL",Mid,Remote,"West Monica, TT",58539-140291,2025-05-19,Startup,KDB+,58539.0,140291.0,99415.0,West Monica,TT
1198,Woods-French,Healthcare,ai researcher,"TensorFlow, Python, Reinforcement Learning",Mid,Internship,"South Meagan, GQ",81361-133784,2023-12-31,Startup,"PyTorch, Scikit-learn, KDB+",81361.0,133784.0,107572.5,South Meagan,GQ
1199,"Miller, Gonzalez and Kelly",Retail,data scientist,"Reinforcement Learning, Flask, C++, Azure, Hugging Face, Python",Senior,Remote,"Kellyborough, PA",107193-148881,2023-10-26,Startup,Scikit-learn,107193.0,148881.0,128037.0,Kellyborough,PA
1200,Marquez and Sons,Education,data scientist,"TensorFlow, Scikit-learn, NumPy, C++, Hugging Face",Entry,Contract,"Pooleview, NL",101110-159072,2025-03-31,Large,"FastAPI, MLflow, PyTorch",101110.0,159072.0,130091.0,Pooleview,NL
1201,"Anderson, Lucas and Clements",Retail,quant researcher,"SQL, AWS, TensorFlow",Entry,Full-time,"West Bethanyshire, HU",136800-229914,2024-09-21,Mid,PyTorch,136800.0,229914.0,183357.0,West Bethanyshire,HU
1202,Williams LLC,Tech,ml engineer,"Hugging Face, Pandas, SQL",Mid,Internship,"East Nicholeberg, DE",124475-186998,2025-03-25,Startup,"MLflow, PyTorch, BigQuery",124475.0,186998.0,155736.5,East Nicholeberg,DE
1203,Braun Inc,Tech,data scientist,"NumPy, TensorFlow, Pandas, CUDA",Senior,Internship,"Brooksbury, GE",132410-187652,2024-08-08,Large,BigQuery,132410.0,187652.0,160031.0,Brooksbury,GE
1204,"Williams, Carter and Wilson",E-commerce,nlp engineer,"C++, Pandas, Keras, Excel",Mid,Full-time,"Juliemouth, TR",112490-177711,2023-11-06,Startup,"MLflow, KDB+, Scikit-learn",112490.0,177711.0,145100.5,Juliemouth,TR
1205,Howard-Farrell,Retail,quant researcher,"Scikit-learn, Excel, Flask",Entry,Internship,"Fishershire, CN",87425-138303,2025-07-11,Mid,FastAPI,87425.0,138303.0,112864.0,Fishershire,CN
1206,Richards-Adams,Finance,quant researcher,"FastAPI, C++, NumPy, Flask",Entry,Contract,"Lake Kathleenville, AZ",67422-166675,2024-08-17,Large,"MLflow, LangChain",67422.0,166675.0,117048.5,Lake Kathleenville,AZ
1207,Olson Group,Automotive,data scientist,"SQL, Pandas, Flask",Senior,Remote,"East Nicole, GA",60629-128509,2025-01-25,Mid,"FastAPI, MLflow, BigQuery",60629.0,128509.0,94569.0,East Nicole,GA
1208,Montgomery-Castro,Automotive,data analyst,"MLflow, Keras, C++, Reinforcement Learning",Mid,Internship,"South Michelebury, AO",141368-183538,2023-10-05,Startup,"LangChain, FastAPI",141368.0,183538.0,162453.0,South Michelebury,AO
1209,Cannon Group,E-commerce,ai researcher,"Hugging Face, Flask, Pandas, SQL, TensorFlow",Entry,Remote,"Port Andrew, AF",125075-152579,2024-10-03,Startup,"FastAPI, MLflow, LangChain",125075.0,152579.0,138827.0,Port Andrew,AF
1210,Green-Freeman,Education,data scientist,"GCP, LangChain, Scikit-learn, NumPy, Pandas",Mid,Full-time,"East Edwardtown, ME",140375-183044,2024-01-11,Mid,"FastAPI, TensorFlow, MLflow",140375.0,183044.0,161709.5,East Edwardtown,ME
1211,"Sullivan, Spencer and Holland",Finance,quant researcher,"FastAPI, TensorFlow, Hugging Face, SQL, Azure, Reinforcement Learning",Entry,Internship,"Thomasfurt, VA",58608-145805,2023-09-28,Startup,"Scikit-learn, MLflow, FastAPI",58608.0,145805.0,102206.5,Thomasfurt,VA
1212,Barrett-Smith,Automotive,ml engineer,"SQL, R, AWS",Mid,Internship,"Jessicachester, MW",51771-68566,2025-01-01,Mid,"MLflow, BigQuery, FastAPI",51771.0,68566.0,60168.5,Jessicachester,MW
1213,Vargas-Rodriguez,Automotive,data analyst,"AWS, C++, Hugging Face, Azure, TensorFlow, MLflow",Senior,Internship,"Debraton, GT",87515-163452,2024-06-20,Startup,"KDB+, BigQuery",87515.0,163452.0,125483.5,Debraton,GT
1214,Gaines-Vance,Healthcare,nlp engineer,"TensorFlow, MLflow, CUDA",Entry,Remote,"Cervantesmouth, FM",140185-236787,2025-09-10,Large,"MLflow, TensorFlow, FastAPI",140185.0,236787.0,188486.0,Cervantesmouth,FM
1215,"Brown, Fox and Stokes",Healthcare,ai product manager,"Flask, CUDA, Hugging Face, MLflow, FastAPI",Mid,Internship,"Marcmouth, CN",52829-97624,2025-08-13,Mid,LangChain,52829.0,97624.0,75226.5,Marcmouth,CN
1216,Sparks-Garrison,E-commerce,data analyst,"FastAPI, GCP, C++",Entry,Internship,"New Andreastad, RO",132513-230452,2024-07-12,Mid,"FastAPI, LangChain",132513.0,230452.0,181482.5,New Andreastad,RO
1217,"Payne, Swanson and Silva",Automotive,ai researcher,"TensorFlow, Power BI, Scikit-learn, Excel",Entry,Remote,"North Jamesside, YE",84716-150208,2024-12-22,Mid,"FastAPI, PyTorch",84716.0,150208.0,117462.0,North Jamesside,YE
1218,Vargas-Edwards,Tech,data analyst,"Power BI, GCP, Scikit-learn",Entry,Internship,"Adamtown, CH",57691-76940,2025-01-08,Large,"KDB+, LangChain",57691.0,76940.0,67315.5,Adamtown,CH
1219,Huynh PLC,Retail,ai researcher,"R, Keras, Azure, AWS, NumPy, GCP",Entry,Internship,"West Christopher, QA",124533-208279,2024-12-15,Mid,"LangChain, BigQuery, Scikit-learn",124533.0,208279.0,166406.0,West Christopher,QA
1220,"Griffith, Ruiz and Jones",Healthcare,ai product manager,"SQL, FastAPI, CUDA, GCP, LangChain, Scikit-learn",Entry,Internship,"West Christina, BW",91133-152395,2024-04-14,Startup,TensorFlow,91133.0,152395.0,121764.0,West Christina,BW
1221,Flowers Group,Healthcare,computer vision engineer,"NumPy, R, CUDA, MLflow, Azure, PyTorch",Mid,Full-time,"New Robin, NR",45671-90178,2023-10-03,Mid,"BigQuery, KDB+",45671.0,90178.0,67924.5,New Robin,NR
1222,Deleon PLC,Finance,ml engineer,"Power BI, Keras, TensorFlow",Senior,Contract,"North Brendaview, SE",82804-138709,2023-11-17,Mid,"LangChain, Scikit-learn",82804.0,138709.0,110756.5,North Brendaview,SE
1223,Mcintosh-Mitchell,Tech,ml engineer,"Keras, Power BI, TensorFlow, Excel, SQL, LangChain",Entry,Internship,"North John, YE",91610-132764,2024-07-28,Mid,"MLflow, Scikit-learn, FastAPI",91610.0,132764.0,112187.0,North John,YE
1224,Davies-Valentine,Finance,quant researcher,"AWS, GCP, Keras, SQL, Pandas, Python",Entry,Full-time,"Dixontown, BY",68574-108118,2024-08-29,Large,"PyTorch, Scikit-learn",68574.0,108118.0,88346.0,Dixontown,BY
1225,Collins Group,Retail,nlp engineer,"Azure, PyTorch, LangChain",Entry,Internship,"Brandonville, FR",124562-213852,2024-01-07,Mid,"LangChain, MLflow",124562.0,213852.0,169207.0,Brandonville,FR
1226,Fields-Ramirez,Education,ai researcher,"Hugging Face, LangChain, R, Python, SQL, TensorFlow",Mid,Internship,"East Alexandratown, BT",86589-178866,2024-03-16,Large,BigQuery,86589.0,178866.0,132727.5,East Alexandratown,BT
1227,"Christensen, Heath and Lopez",Education,quant researcher,"SQL, Scikit-learn, GCP",Mid,Remote,"Mcdonaldview, TT",93501-130789,2024-03-07,Startup,"LangChain, BigQuery, MLflow",93501.0,130789.0,112145.0,Mcdonaldview,TT
1228,Cross-Randall,E-commerce,data analyst,"Hugging Face, R, TensorFlow",Entry,Contract,"Brianshire, KE",57590-85895,2024-12-09,Large,"TensorFlow, LangChain",57590.0,85895.0,71742.5,Brianshire,KE
1229,Brewer-Bruce,Finance,quant researcher,"TensorFlow, Hugging Face, CUDA, PyTorch",Entry,Contract,"New Donnaville, AG",142708-157155,2024-06-28,Mid,"BigQuery, MLflow, FastAPI",142708.0,157155.0,149931.5,New Donnaville,AG
1230,"Henderson, Owens and Jones",Finance,ai product manager,"FastAPI, Python, MLflow, R, TensorFlow",Mid,Internship,"Sullivanborough, TH",140520-166869,2024-03-11,Startup,"Scikit-learn, LangChain",140520.0,166869.0,153694.5,Sullivanborough,TH
1231,Lee-Davis,Tech,ai product manager,"Excel, Pandas, Power BI, NumPy, Reinforcement Learning, C++",Senior,Internship,"Gonzalesland, UZ",93505-152567,2024-03-25,Startup,Scikit-learn,93505.0,152567.0,123036.0,Gonzalesland,UZ
1232,Watson-Fernandez,Healthcare,data scientist,"Flask, Python, C++, Azure",Entry,Full-time,"Mosesland, FJ",137712-152412,2024-06-17,Startup,"FastAPI, Scikit-learn",137712.0,152412.0,145062.0,Mosesland,FJ
1233,"Benjamin, Jordan and Larsen",Education,ai product manager,"Scikit-learn, MLflow, Keras, Hugging Face",Senior,Full-time,"New Angelton, SM",100873-150041,2024-04-16,Mid,"PyTorch, FastAPI",100873.0,150041.0,125457.0,New Angelton,SM
1234,Moore LLC,Finance,data scientist,"R, NumPy, Hugging Face, TensorFlow",Senior,Internship,"Willischester, ET",86191-119779,2024-10-06,Startup,KDB+,86191.0,119779.0,102985.0,Willischester,ET
1235,"Wilson, Roberts and Frank",E-commerce,data scientist,"PyTorch, Azure, Flask, SQL, Power BI, TensorFlow",Entry,Full-time,"Port Amy, FJ",107174-166157,2023-12-15,Large,"Scikit-learn, LangChain",107174.0,166157.0,136665.5,Port Amy,FJ
1236,"Hernandez, Long and Hutchinson",E-commerce,ai product manager,"GCP, C++, R, Pandas",Senior,Remote,"Hayesport, CH",133743-163382,2025-06-14,Startup,"MLflow, KDB+, LangChain",133743.0,163382.0,148562.5,Hayesport,CH
1237,"Huffman, Larson and Bryant",Healthcare,nlp engineer,"NumPy, C++, Python",Entry,Contract,"South Devinburgh, GM",44626-114268,2025-09-07,Startup,"BigQuery, KDB+",44626.0,114268.0,79447.0,South Devinburgh,GM
1238,"Perry, Ford and Watson",Finance,quant researcher,"Python, Excel, Scikit-learn, TensorFlow, R",Mid,Remote,"Leeville, IR",42058-140636,2024-06-06,Startup,"LangChain, BigQuery, FastAPI",42058.0,140636.0,91347.0,Leeville,IR
1239,Coffey Ltd,E-commerce,ai researcher,"LangChain, GCP, NumPy",Entry,Full-time,"Port Aprilhaven, MD",83416-151596,2025-07-03,Large,"PyTorch, LangChain",83416.0,151596.0,117506.0,Port Aprilhaven,MD
1240,Lewis-Suarez,Education,ai researcher,"Power BI, Pandas, Python, Keras, NumPy, Scikit-learn",Mid,Full-time,"New Brandonfurt, TJ",136005-149348,2023-10-29,Large,PyTorch,136005.0,149348.0,142676.5,New Brandonfurt,TJ
1241,Dominguez Ltd,Education,nlp engineer,"Flask, Pandas, Power BI, Scikit-learn, R",Senior,Contract,"Gillbury, LR",142696-209766,2025-01-31,Mid,"PyTorch, MLflow",142696.0,209766.0,176231.0,Gillbury,LR
1242,Bennett-Peck,Finance,ai researcher,"PyTorch, Hugging Face, GCP, Keras, TensorFlow, AWS",Mid,Remote,"Port Ernest, PY",57791-105397,2023-09-23,Large,Scikit-learn,57791.0,105397.0,81594.0,Port Ernest,PY
1243,Jones and Sons,Finance,ai researcher,"Azure, LangChain, Flask",Mid,Contract,"New Loriberg, OM",117104-212155,2024-03-05,Large,LangChain,117104.0,212155.0,164629.5,New Loriberg,OM
1244,Benton-Dunn,Retail,data scientist,"AWS, GCP, PyTorch, Keras, TensorFlow",Entry,Full-time,"Justinmouth, BF",81222-98058,2024-01-17,Startup,"Scikit-learn, MLflow, KDB+",81222.0,98058.0,89640.0,Justinmouth,BF
1245,Martin and Sons,Automotive,data analyst,"Azure, Keras, R, Scikit-learn, TensorFlow, PyTorch",Senior,Contract,"South Lauraport, MC",136657-216930,2025-02-20,Large,"PyTorch, KDB+",136657.0,216930.0,176793.5,South Lauraport,MC
1246,"Washington, Allen and Watts",Finance,computer vision engineer,"AWS, TensorFlow, R",Mid,Contract,"Kyliehaven, UY",117119-152032,2025-04-19,Startup,"FastAPI, KDB+",117119.0,152032.0,134575.5,Kyliehaven,UY
1247,"Bauer, Hayden and Reynolds",Healthcare,nlp engineer,"NumPy, Excel, GCP, CUDA, AWS",Entry,Full-time,"Matthewland, FI",98470-180907,2024-02-27,Large,"Scikit-learn, PyTorch",98470.0,180907.0,139688.5,Matthewland,FI
1248,Williams-Hamilton,Tech,ai researcher,"PyTorch, Keras, R, SQL, Reinforcement Learning, Excel",Entry,Internship,"West Sierra, LT",120633-178318,2024-01-12,Mid,FastAPI,120633.0,178318.0,149475.5,West Sierra,LT
1249,Walters LLC,Healthcare,quant researcher,"SQL, Excel, Flask, Scikit-learn",Senior,Contract,"Lake Rodneyfort, BF",95461-193480,2024-08-23,Startup,BigQuery,95461.0,193480.0,144470.5,Lake Rodneyfort,BF
1250,"Davis, Hanson and Gaines",Automotive,ai researcher,"Flask, Keras, TensorFlow, CUDA, C++",Mid,Contract,"Lake Phyllisburgh, MY",102123-122063,2023-10-04,Mid,"TensorFlow, FastAPI, BigQuery",102123.0,122063.0,112093.0,Lake Phyllisburgh,MY
1251,"Garcia, Smith and James",Automotive,ml engineer,"NumPy, Pandas, SQL, GCP, FastAPI",Mid,Full-time,"Lake Gregoryshire, CD",111473-178933,2024-01-15,Mid,"MLflow, LangChain",111473.0,178933.0,145203.0,Lake Gregoryshire,CD
1252,Williams PLC,Retail,data analyst,"SQL, Power BI, Excel, Reinforcement Learning",Entry,Contract,"Vanessafurt, TG",128138-226109,2025-06-29,Large,"FastAPI, KDB+",128138.0,226109.0,177123.5,Vanessafurt,TG
1253,Powell Ltd,Automotive,computer vision engineer,"NumPy, CUDA, TensorFlow, Pandas, Hugging Face, PyTorch",Senior,Remote,"New Donaldmouth, BG",97139-170282,2024-02-26,Mid,"Scikit-learn, KDB+, LangChain",97139.0,170282.0,133710.5,New Donaldmouth,BG
1254,Bell-Miles,Tech,computer vision engineer,"R, Excel, NumPy, CUDA, Azure, TensorFlow",Senior,Internship,"East Heather, MX",137454-165905,2025-04-15,Mid,Scikit-learn,137454.0,165905.0,151679.5,East Heather,MX
1255,Cohen-Gardner,Education,ai product manager,"SQL, MLflow, Keras",Mid,Remote,"Bairdmouth, BF",42730-121043,2024-07-08,Large,MLflow,42730.0,121043.0,81886.5,Bairdmouth,BF
1256,"Smith, Shepherd and Dawson",Education,nlp engineer,"Keras, FastAPI, Flask",Senior,Remote,"East Matthew, KW",121082-204983,2025-07-10,Startup,MLflow,121082.0,204983.0,163032.5,East Matthew,KW
1257,Dennis-West,Automotive,ai researcher,"LangChain, SQL, Hugging Face",Mid,Remote,"West Carolberg, KW",94437-128266,2025-08-20,Mid,MLflow,94437.0,128266.0,111351.5,West Carolberg,KW
1258,"Cortez, Kirby and Harris",Finance,computer vision engineer,"TensorFlow, Excel, NumPy, Reinforcement Learning, MLflow, Power BI",Senior,Remote,"North George, LC",67907-106672,2024-03-31,Startup,BigQuery,67907.0,106672.0,87289.5,North George,LC
1259,Martin and Sons,Automotive,data scientist,"Hugging Face, Pandas, Scikit-learn, Flask",Entry,Internship,"Mitchelltown, GE",95122-188498,2025-04-01,Mid,KDB+,95122.0,188498.0,141810.0,Mitchelltown,GE
1260,Jones-Romero,Education,quant researcher,"AWS, Scikit-learn, TensorFlow, FastAPI, Power BI, Azure",Senior,Full-time,"Coxstad, PE",141020-194689,2024-07-20,Mid,PyTorch,141020.0,194689.0,167854.5,Coxstad,PE
1261,"Mercer, Robinson and Rhodes",E-commerce,data scientist,"LangChain, FastAPI, R",Senior,Full-time,"Jacksonborough, BH",133090-175529,2025-04-22,Large,MLflow,133090.0,175529.0,154309.5,Jacksonborough,BH
1262,White-Gomez,Education,data analyst,"TensorFlow, SQL, Reinforcement Learning, AWS, PyTorch, Python",Senior,Contract,"Carlaton, BR",96867-163829,2025-07-24,Large,"PyTorch, TensorFlow",96867.0,163829.0,130348.0,Carlaton,BR
